avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.583,0.82,0.014,0.111,0.13,6.333,0.018,0.5,0.094,0.125,-1,0.82,spam
8.571,0.456,0.014,0.027,0.497,0.918,0.03,0.219,0.218,0.594,-1,0.736,phishing
8.571,0.742,0.023,0.125,0.18,4.125,0.03,0.438,0.191,0.444,-1,0.813,malware
8.571,0.742,0.023,0.125,0.18,4.125,0.03,0.438,0.191,0.444,-1,0.813,malware
8.571,0.742,0.023,0.125,0.18,4.125,0.03,0.438,0.191,0.444,-1,0.813,malware
8.571,0.795,0.024,0.2,0.121,6.6,0.03,0.8,0.096,0.152,-1,0.699,benign
8.539,0.831,0.014,0.111,0.122,6.833,0.016,0.5,0.108,0.142,-1,0.82,spam
8.524,0.905,0.009,0.143,0.064,14.214,0.01,0.643,0.273,0.429,-1,0.887,phishing
8.5,0.813,0.187,1.7,0.11,7.4,0.23,0.5,0.033,0.077,0.177,0.88,spam
8.5,0.813,0.187,1.7,0.11,7.4,0.23,0.5,0.033,0.077,0.177,0.88,spam
8.5,0.813,0.187,1.7,0.11,7.4,0.23,0.5,0.033,0.077,0.177,0.88,spam
8.5,0.813,0.187,1.7,0.11,7.4,0.23,0.5,0.033,0.077,0.177,0.88,spam
8.5,0.813,0.187,1.7,0.11,7.4,0.23,0.5,0.033,0.077,0.177,0.88,spam
8.5,0.802,0.14,1.2,0.116,6.9,0.174,0.5,0.058,0.156,0.417,0.88,spam
8.5,0.475,0.05,0.143,0.35,1.357,0.105,0.571,0,0,-1,0.836,phishing
8.5,0.442,0.047,0.118,0.395,1.118,0.105,0.588,0,0,-1,0.806,phishing
8.5,0.638,0.035,0.143,0.241,2.643,0.054,0.286,0,0,-1,0.784,phishing
8.5,0.521,0.028,0.074,0.38,1.37,0.054,0.63,0.113,0.125,-1,0.795,phishing
8.5,0.661,0.036,0.182,0.196,3.364,0.054,0.727,0,0,-1,0.895,benign
8.5,0.655,0.035,0.154,0.224,2.923,0.053,0.462,0,0,-1,0.818,phishing
8.5,0.655,0.035,0.154,0.224,2.923,0.053,0.462,0,0,-1,0.776,phishing
8.5,0.718,0.026,0.133,0.192,3.733,0.036,0.8,0.256,0,-1,0.898,phishing
8.5,0.718,0.026,0.133,0.192,3.733,0.036,0.8,0.244,0,-1,0.898,phishing
8.5,0.812,0.029,0.333,0.087,9.333,0.036,1,0.044,0,-1,1,benign
8.5,0.731,0.026,0.143,0.18,4.071,0.035,0.571,0.308,0.75,-1,0.761,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.247,0.719,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.226,0.656,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.194,0.563,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.183,0.531,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.172,0.5,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.172,0.5,-1,0.728,phishing
8.5,0.613,0.022,0.069,0.312,1.966,0.035,0.69,0.172,0.5,-1,0.728,phishing
8.5,0.655,0.023,0.087,0.264,2.478,0.035,0.696,0.012,0.063,-1,0.793,phishing
8.5,0.798,0.017,0.118,0.143,5.588,0.021,0.529,0.227,0,-1,0.759,phishing
8.5,0.798,0.017,0.118,0.143,5.588,0.021,0.529,0.235,0,-1,0.759,phishing
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.5,0.819,0.015,0.111,0.13,6.278,0.018,0.5,0.094,0.126,-1,0.82,spam
8.474,0.853,0.01,0.083,0.114,7.5,0.011,0.875,0.014,0,-1,0.714,phishing
8.474,0.853,0.01,0.083,0.114,7.5,0.011,0.875,0.014,0,-1,0.714,phishing
8.467,0.829,0.012,0.091,0.129,6.409,0.014,0.864,0.182,0,-1,0.781,phishing
8.462,0.853,0.014,0.143,0.098,8.714,0.016,0.5,0.014,0.2,-1,0.836,phishing
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.143,0.188,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.102,0.134,-1,0.82,spam
8.462,0.83,0.014,0.111,0.122,6.778,0.016,0.5,0.102,0.134,-1,0.82,spam
8.444,0.73,0.017,0.083,0.209,3.5,0.024,0.625,0.157,0,-1,0.798,phishing
8.429,0.896,0.585,8.267,0.071,12.667,0.653,0.467,0.528,0.679,0.734,0.966,phishing
8.429,0.725,0.022,0.111,0.198,3.667,0.03,0.611,0.198,0,-1,0.857,phishing
8.429,0.71,0.022,0.1,0.215,3.3,0.03,0.65,0.247,0.719,-1,0.792,phishing
8.429,0.617,0.019,0.059,0.318,1.941,0.03,0.824,0.215,0.719,-1,0.678,phishing
8.429,0.617,0.019,0.059,0.318,1.941,0.03,0.824,0.196,0.656,-1,0.678,phishing
8.429,0.617,0.019,0.059,0.318,1.941,0.03,0.824,0.168,0.563,-1,0.678,phishing
8.429,0.617,0.019,0.059,0.318,1.941,0.03,0.824,0.15,0.5,-1,0.678,phishing
8.421,0.852,0.01,0.083,0.114,7.458,0.011,0.875,0.01,0,-1,0.714,phishing
8.421,0.852,0.01,0.083,0.114,7.458,0.011,0.875,0.01,0,-1,0.714,phishing
8.421,0.852,0.01,0.083,0.114,7.458,0.011,0.875,0.01,0,-1,0.714,phishing
8.4,0.639,0.028,0.105,0.264,2.421,0.044,0.316,0.056,0.121,-1,0.926,phishing
8.4,0.667,0.029,0.125,0.232,2.875,0.044,0.438,0.29,0.526,-1,0.844,malware
8.4,0.667,0.029,0.125,0.232,2.875,0.044,0.438,0.29,0.526,-1,0.844,malware
8.4,0.667,0.029,0.125,0.232,2.875,0.044,0.438,0.29,0.526,-1,0.844,malware
8.4,0.667,0.029,0.125,0.232,2.875,0.044,0.438,0.29,0.526,-1,0.844,malware
8.4,0.73,0.032,0.2,0.159,4.6,0.044,0.5,0,0,-1,0.88,spam
8.4,0.605,0.026,0.087,0.303,2,0.044,0.565,0,0,-1,0.774,phishing
8.4,0.73,0.032,0.2,0.159,4.6,0.044,0.7,0.333,0.875,-1,0.857,benign
8.4,0.73,0.032,0.2,0.159,4.6,0.044,0.7,0.238,0.625,-1,0.857,benign
8.4,0.73,0.032,0.2,0.159,4.6,0.044,0.7,0.222,0.583,-1,0.857,benign
8.375,0.787,0.021,0.154,0.138,5.692,0.027,0.462,0.266,0.5,-1,0.818,malware
8.375,0.708,0.019,0.083,0.226,3.125,0.027,0.708,0.226,0.5,-1,0.793,phishing
8.375,0.813,0.022,0.2,0.11,7.4,0.027,0.8,0.055,0,-1,0.699,benign
8.364,0.791,0.016,0.1,0.155,5.1,0.02,0.65,0.209,0,-1,0.844,phishing
8.353,0.814,0.01,0.069,0.15,5.448,0.013,0.655,0.232,0.349,-1,0.808,phishing
8.333,0.482,0.036,0.091,0.393,1.227,0.074,0.546,0,0,-1,0.814,Defacement
8.333,0.482,0.036,0.091,0.393,1.227,0.074,0.546,0,0,-1,0.814,Defacement
8.333,0.539,0.039,0.118,0.327,1.647,0.071,0.353,0.481,1,-1,0.77,phishing
8.333,0.56,0.04,0.133,0.3,1.867,0.071,0.867,0.5,1,-1,0.817,phishing
8.333,0.352,0.013,0.021,0.604,0.583,0.036,0.24,0.252,0.781,-1,0.68,phishing
8.333,0.632,0.023,0.08,0.287,2.2,0.036,0.28,0.241,0.808,-1,0.821,malware
8.333,0.671,0.024,0.105,0.232,2.895,0.036,0.474,0.268,0,-1,0.867,phishing
8.333,0.7,0.025,0.118,0.213,3.294,0.036,0.588,0,0,-1,0.788,phishing
8.333,0.659,0.024,0.091,0.259,2.546,0.036,0.591,0,0,-1,0.814,phishing
8.333,0.691,0.025,0.111,0.222,3.111,0.036,0.611,0.284,0,-1,0.803,phishing
8.333,0.683,0.024,0.105,0.232,2.947,0.036,0.632,0.268,0.688,-1,0.867,phishing
8.333,0.683,0.024,0.105,0.232,2.947,0.036,0.632,0.146,0,-1,0.867,phishing
8.333,0.667,0.024,0.095,0.25,2.667,0.036,0.667,0.333,0.75,-1,0.81,phishing
8.333,0.667,0.024,0.095,0.25,2.667,0.036,0.667,0.321,0.719,-1,0.81,phishing
8.333,0.667,0.024,0.095,0.25,2.667,0.036,0.667,0.321,0.719,-1,0.81,phishing
8.333,0.667,0.024,0.095,0.25,2.667,0.036,0.667,0.274,0.594,-1,0.81,phishing
8.333,0.611,0.022,0.071,0.311,1.964,0.036,0.679,0.244,0,-1,0.835,malware
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.294,0.844,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.272,0.781,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.272,0.781,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.272,0.781,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.272,0.781,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.261,0.75,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.261,0.75,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.25,0.719,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.239,0.688,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.228,0.656,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.217,0.625,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.207,0.594,-1,0.728,phishing
8.333,0.604,0.022,0.069,0.319,1.897,0.036,0.69,0.198,0.563,-1,0.728,malware
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.196,0.563,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.196,0.563,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.185,0.531,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.174,0.5,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.174,0.5,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.174,0.5,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.174,0.5,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.174,0.5,-1,0.728,phishing
8.333,0.604,0.022,0.069,0.319,1.897,0.036,0.69,0.165,0.469,-1,0.728,malware
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.163,0.469,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.163,0.469,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.163,0.469,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.152,0.438,-1,0.728,phishing
8.333,0.609,0.022,0.069,0.315,1.931,0.036,0.69,0.141,0.406,-1,0.728,phishing
8.333,0.743,0.018,0.091,0.195,3.818,0.024,0.591,0,0,-1,0.85,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.284,0.688,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.284,0.688,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.275,0.656,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.275,0.656,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.266,0.625,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.257,0.594,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.248,0.563,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.248,0.563,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.248,0.563,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.239,0.531,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.239,0.531,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.239,0.531,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.22,0.469,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.22,0.469,-1,0.82,phishing
8.333,0.771,0.018,0.111,0.165,4.667,0.024,0.611,0.22,0.469,-1,0.82,phishing
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.125,0.168,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.125,0.168,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.125,0.168,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.125,0.168,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.816,0.015,0.111,0.132,6.167,0.018,0.5,0.096,0.129,-1,0.82,spam
8.333,0.782,0.014,0.083,0.169,4.625,0.018,0.625,0.162,0,-1,0.798,phishing
8.3,0.732,0.016,0.074,0.213,3.444,0.022,0.296,0.417,0,-1,0.768,phishing
8.3,0.821,0.018,0.154,0.116,7.077,0.022,0.539,0.054,0,-1,0.875,benign
8.286,0.744,0.023,0.133,0.174,4.267,0.031,0.267,0.267,0,-1,0.885,phishing
8.286,0.692,0.021,0.091,0.234,2.955,0.031,0.409,0.245,0.688,-1,0.87,phishing
8.286,0.711,0.022,0.105,0.211,3.368,0.031,0.474,0.089,0,-1,0.808,phishing
8.286,0.793,0.024,0.2,0.122,6.5,0.031,0.8,0.098,0.174,-1,0.699,benign
8.286,0.849,0.013,0.125,0.105,8.063,0.016,0.313,0,0,-1,0.82,phishing
8.273,0.756,0.015,0.077,0.193,3.923,0.02,0.885,0.289,0,-1,0.84,phishing
8.25,0.6,0.033,0.118,0.283,2.118,0.056,0.412,0,0,-1,0.834,Defacement
8.25,0.6,0.033,0.118,0.283,2.118,0.056,0.588,0,0,-1,0.845,phishing
8.25,0.679,0.038,0.2,0.189,3.6,0.056,0.7,0.321,0.708,-1,0.857,benign
8.25,0.679,0.038,0.2,0.189,3.6,0.056,0.7,0.264,0.583,-1,0.857,benign
8.25,0.679,0.038,0.222,0.17,4,0.056,0.778,0.057,0,-1,0.93,benign
8.25,0.621,0.035,0.133,0.259,2.4,0.056,0.8,0,0,-1,0.885,benign
8.25,0.61,0.034,0.125,0.271,2.25,0.056,0.875,0.017,0,-1,0.906,phishing
8.25,0.529,0.029,0.077,0.371,1.423,0.054,0.385,0.014,0,-1,0.75,phishing
8.25,0.481,0.026,0.061,0.429,1.121,0.054,0.424,0.039,0,-1,0.814,phishing
8.25,0.435,0.024,0.049,0.482,0.902,0.054,0.488,0.035,0,-1,0.777,phishing
8.25,0.457,0.025,0.054,0.457,1,0.054,0.595,0.037,0,-1,0.766,phishing
8.25,0.733,0.02,0.1,0.198,3.7,0.027,0.35,0.238,0.75,-1,0.852,phishing
8.25,0.718,0.019,0.091,0.214,3.364,0.027,0.5,0.165,0.531,-1,0.773,phishing
8.25,0.718,0.019,0.091,0.214,3.364,0.027,0.5,0.155,0.5,-1,0.773,phishing
8.25,0.718,0.019,0.091,0.214,3.364,0.027,0.5,0.146,0.469,-1,0.773,phishing
8.25,0.718,0.019,0.091,0.214,3.364,0.027,0.5,0.126,0.406,-1,0.773,phishing
8.25,0.777,0.021,0.143,0.149,5.214,0.027,0.5,0,0,-1,0.798,phishing
8.25,0.709,0.019,0.087,0.223,3.174,0.027,0.696,0,0,-1,0.813,malware
8.25,0.709,0.019,0.087,0.223,3.174,0.027,0.696,0,0,-1,0.813,malware
8.25,0.833,0.015,0.133,0.114,7.333,0.018,0.4,0.152,0,-1,0.804,phishing
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.119,0.16,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.119,0.16,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.119,0.16,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.119,0.16,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.815,0.015,0.111,0.133,6.111,0.018,0.5,0.089,0.12,-1,0.82,spam
8.25,0.809,0.015,0.105,0.14,5.79,0.018,0.632,0.456,0,-1,0.827,phishing
8.25,0.776,0.014,0.08,0.175,4.44,0.018,0.88,0.007,-1,-1,0.808,phishing
8.222,0.781,0.019,0.125,0.152,5.125,0.024,0.438,0.038,0,-1,0.832,malware
8.222,0.781,0.019,0.125,0.152,5.125,0.024,0.438,0.038,0,-1,0.832,malware
8.222,0.781,0.019,0.125,0.152,5.125,0.024,0.438,0.038,0,-1,0.832,malware
8.222,0.789,0.019,0.133,0.144,5.467,0.024,0.533,0.356,0,-1,0.864,phishing
8.2,0.442,0.019,0.039,0.49,0.902,0.044,0.216,0.173,0.563,-1,0.68,phishing
8.2,0.726,0.032,0.2,0.161,4.5,0.044,0.5,0.016,0.071,-1,0.88,spam
8.2,0.79,0.035,0.4,0.088,9,0.044,0.6,0,0,-1,0.828,benign
8.2,0.692,0.031,0.154,0.2,3.462,0.044,0.846,0.015,0,-1,0.834,benign
8.2,0.561,0.024,0.069,0.354,1.586,0.044,0.897,0.11,0.321,-1,0.717,phishing
8.2,0.695,0.015,0.061,0.252,2.758,0.022,0.333,0.137,0,-1,0.77,phishing
8.2,0.734,0.016,0.077,0.21,3.5,0.022,0.577,0.186,0,-1,0.781,phishing
8.167,0.739,0.114,0.625,0.182,4.063,0.154,0.625,0.023,0.039,0,0.938,spam
