domain_token_count,avgpathtokenlen,tld,domainlength,ArgUrlRatio,argDomanRatio,argPathRatio,NumberofDotsinURL,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,SymbolCount_Domain,Entropy_Domain,Entropy_Extension,class
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.848,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,4.000,3.000,18.000,0.389,1.944,0.538,4.000,0.611,0.022,0.031,0.057,2.000,0.883,0.858,Defacement
3.000,2.667,3.000,18.000,0.514,2.111,0.776,3.000,0.611,0.041,0.063,0.079,2.000,0.883,0.771,Defacement
3.000,2.667,3.000,18.000,0.514,2.111,0.776,3.000,0.611,0.041,0.063,0.079,2.000,0.883,0.771,Defacement
3.000,2.667,3.000,18.000,0.057,0.111,0.200,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,2.750,3.000,18.000,0.051,0.111,0.143,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,3.600,3.000,18.000,0.043,0.111,0.091,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,4.000,3.000,18.000,0.041,0.111,0.083,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,3.833,3.000,18.000,0.038,0.111,0.071,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,2.333,3.000,18.000,0.059,0.111,0.222,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,4.000,3.000,18.000,0.037,0.111,0.069,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,1.000,Defacement
3.000,2.667,3.000,18.000,0.514,2.111,0.776,3.000,0.611,0.041,0.063,0.079,2.000,0.883,0.771,Defacement
3.000,2.667,3.000,18.000,0.514,2.111,0.776,3.000,0.611,0.041,0.063,0.079,2.000,0.883,0.771,Defacement
3.000,2.667,3.000,18.000,0.514,2.111,0.776,3.000,0.611,0.041,0.063,0.079,2.000,0.883,0.771,Defacement
3.000,1.333,3.000,18.000,0.065,0.111,0.333,3.000,0.611,0.000,0.000,-1.000,2.000,0.883,0.579,Defacement
3.000,3.000,3.000,21.000,0.051,0.095,0.182,3.000,0.714,0.000,0.000,-1.000,2.000,0.797,1.000,Defacement
3.000,2.500,3.000,21.000,0.049,0.095,0.154,3.000,0.714,0.000,0.000,-1.000,2.000,0.797,1.000,Defacement
3.000,2.250,3.000,21.000,0.397,1.286,0.675,3.000,0.714,0.029,0.054,0.074,2.000,0.797,0.834,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.397,1.286,0.675,3.000,0.714,0.029,0.054,0.074,2.000,0.797,0.834,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.634,3.381,0.845,3.000,0.714,0.027,0.037,0.042,2.000,0.797,0.709,Defacement
3.000,2.250,3.000,21.000,0.806,8.095,0.929,3.000,0.714,0.137,0.161,0.171,2.000,0.797,0.711,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.539,2.286,0.787,3.000,0.714,0.056,0.086,0.104,2.000,0.797,0.756,Defacement
3.000,2.250,3.000,21.000,0.050,0.095,0.167,3.000,0.714,0.000,0.000,-1.000,2.000,0.797,0.579,Defacement
3.000,2.250,3.000,21.000,0.759,6.143,0.908,3.000,0.714,0.041,0.050,0.054,2.000,0.797,0.649,Defacement
3.000,2.250,3.000,21.000,0.834,9.810,0.941,3.000,0.714,0.105,0.120,0.126,2.000,0.797,0.700,Defacement
3.000,2.250,3.000,21.000,0.745,5.714,0.902,3.000,0.714,0.043,0.054,0.058,2.000,0.797,0.645,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.111,0.127,0.134,2.000,0.797,0.698,Defacement
3.000,2.250,3.000,21.000,0.763,6.286,0.910,3.000,0.714,0.040,0.049,0.053,2.000,0.797,0.637,Defacement
3.000,2.250,3.000,21.000,0.837,10.000,0.942,3.000,0.714,0.100,0.114,0.119,2.000,0.797,0.683,Defacement
3.000,2.250,3.000,21.000,0.745,5.714,0.902,3.000,0.714,0.043,0.054,0.058,2.000,0.797,0.645,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.111,0.127,0.134,2.000,0.797,0.698,Defacement
3.000,2.250,3.000,21.000,0.745,5.714,0.902,3.000,0.714,0.043,0.054,0.058,2.000,0.797,0.644,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.111,0.127,0.134,2.000,0.797,0.700,Defacement
3.000,2.250,3.000,21.000,0.745,5.714,0.902,3.000,0.714,0.043,0.054,0.058,2.000,0.797,0.645,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.111,0.127,0.134,2.000,0.797,0.699,Defacement
3.000,2.250,3.000,21.000,0.767,6.429,0.912,3.000,0.714,0.045,0.055,0.059,2.000,0.797,0.643,Defacement
3.000,2.250,3.000,21.000,0.839,10.190,0.943,3.000,0.714,0.106,0.121,0.126,2.000,0.797,0.699,Defacement
3.000,2.250,3.000,21.000,0.752,5.905,0.905,3.000,0.714,0.048,0.060,0.065,2.000,0.797,0.651,Defacement
3.000,2.250,3.000,21.000,0.831,9.619,0.940,3.000,0.714,0.111,0.127,0.134,2.000,0.797,0.705,Defacement
3.000,2.250,3.000,21.000,0.767,6.429,0.912,3.000,0.714,0.045,0.055,0.059,2.000,0.797,0.644,Defacement
3.000,2.250,3.000,21.000,0.839,10.190,0.943,3.000,0.714,0.110,0.125,0.131,2.000,0.797,0.696,Defacement
3.000,2.250,3.000,21.000,0.767,6.429,0.912,3.000,0.714,0.045,0.055,0.059,2.000,0.797,0.642,Defacement
3.000,2.250,3.000,21.000,0.839,10.190,0.943,3.000,0.714,0.114,0.129,0.136,2.000,0.797,0.696,Defacement
3.000,2.250,3.000,21.000,0.719,5.000,0.890,3.000,0.714,0.041,0.052,0.057,2.000,0.797,0.664,Defacement
3.000,2.250,3.000,21.000,0.809,8.286,0.930,3.000,0.714,0.116,0.136,0.144,2.000,0.797,0.718,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.730,5.286,0.895,3.000,0.714,0.033,0.041,0.045,2.000,0.797,0.653,Defacement
3.000,2.250,3.000,21.000,0.816,8.667,0.933,3.000,0.714,0.117,0.135,0.143,2.000,0.797,0.707,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.750,Defacement
3.000,2.250,3.000,21.000,0.534,2.238,0.783,3.000,0.714,0.045,0.070,0.085,2.000,0.797,0.757,Defacement
3.000,2.250,3.000,21.000,0.752,5.905,0.905,3.000,0.714,0.030,0.037,0.040,2.000,0.797,0.646,Defacement
3.000,2.250,3.000,21.000,0.831,9.619,0.940,3.000,0.714,0.132,0.151,0.158,2.000,0.797,0.698,Defacement
3.000,2.250,3.000,21.000,0.719,5.000,0.890,3.000,0.714,0.034,0.043,0.048,2.000,0.797,0.654,Defacement
3.000,2.250,3.000,21.000,0.809,8.286,0.930,3.000,0.714,0.102,0.120,0.126,2.000,0.797,0.708,Defacement
3.000,2.250,3.000,21.000,0.713,4.857,0.887,3.000,0.714,0.035,0.045,0.049,2.000,0.797,0.667,Defacement
3.000,2.250,3.000,21.000,0.806,8.095,0.929,3.000,0.714,0.100,0.117,0.124,2.000,0.797,0.713,Defacement
3.000,2.250,3.000,21.000,0.715,4.905,0.888,3.000,0.714,0.035,0.044,0.049,2.000,0.797,0.653,Defacement
3.000,2.250,3.000,21.000,0.809,8.286,0.930,3.000,0.714,0.126,0.147,0.155,2.000,0.797,0.712,Defacement
3.000,2.250,3.000,21.000,0.757,6.095,0.908,3.000,0.714,0.030,0.036,0.039,2.000,0.797,0.641,Defacement
3.000,2.250,3.000,21.000,0.834,9.810,0.941,3.000,0.714,0.126,0.144,0.150,2.000,0.797,0.705,Defacement
3.000,2.250,3.000,21.000,0.727,5.190,0.893,3.000,0.714,0.040,0.050,0.055,2.000,0.797,0.653,Defacement
3.000,2.250,3.000,21.000,0.816,8.667,0.933,3.000,0.714,0.108,0.125,0.132,2.000,0.797,0.703,Defacement
3.000,2.250,3.000,21.000,0.742,5.619,0.901,3.000,0.714,0.031,0.039,0.042,2.000,0.797,0.664,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.128,0.147,0.155,2.000,0.797,0.701,Defacement
3.000,2.250,3.000,21.000,0.750,5.857,0.904,3.000,0.714,0.030,0.038,0.041,2.000,0.797,0.633,Defacement
3.000,2.250,3.000,21.000,0.828,9.429,0.938,3.000,0.714,0.109,0.125,0.131,2.000,0.797,0.694,Defacement
3.000,2.250,3.000,21.000,0.728,5.238,0.894,3.000,0.714,0.033,0.042,0.045,2.000,0.797,0.657,Defacement
3.000,2.250,3.000,21.000,0.816,8.667,0.933,3.000,0.714,0.094,0.109,0.115,2.000,0.797,0.710,Defacement
3.000,2.250,3.000,21.000,0.744,5.667,0.902,3.000,0.714,0.031,0.039,0.042,2.000,0.797,0.652,Defacement
3.000,2.250,3.000,21.000,0.826,9.238,0.937,3.000,0.714,0.106,0.123,0.129,2.000,0.797,0.701,Defacement
3.000,2.250,3.000,21.000,0.734,5.381,0.897,3.000,0.714,0.032,0.041,0.044,2.000,0.797,0.655,Defacement
3.000,2.250,3.000,21.000,0.819,8.857,0.935,3.000,0.714,0.101,0.117,0.124,2.000,0.797,0.708,Defacement
3.000,2.250,3.000,21.000,0.759,6.143,0.908,3.000,0.714,0.029,0.036,0.039,2.000,0.797,0.622,Defacement
3.000,2.250,3.000,21.000,0.834,9.810,0.941,3.000,0.714,0.109,0.125,0.131,2.000,0.797,0.685,Defacement
3.000,2.250,3.000,21.000,0.766,6.381,0.912,3.000,0.714,0.029,0.035,0.037,2.000,0.797,0.640,Defacement
3.000,2.250,3.000,21.000,0.839,10.190,0.943,3.000,0.714,0.102,0.116,0.121,2.000,0.797,0.692,Defacement
3.000,2.250,3.000,21.000,0.741,5.571,0.900,3.000,0.714,0.044,0.055,0.060,2.000,0.797,0.666,Defacement
3.000,2.250,3.000,21.000,0.823,9.048,0.936,3.000,0.714,0.113,0.130,0.137,2.000,0.797,0.713,Defacement
3.000,2.250,3.000,21.000,0.754,6.000,0.906,3.000,0.714,0.054,-1.000,-1.000,2.000,0.797,-1.000,Defacement
3.000,2.250,3.000,21.000,0.831,9.619,0.940,3.000,0.714,0.107,0.123,0.129,2.000,0.797,0.709,Defacement
3.000,2.250,3.000,21.000,0.732,5.333,0.896,3.000,0.714,0.033,0.041,0.045,2.000,0.797,0.645,Defacement
3.000,2.250,3.000,21.000,0.819,8.857,0.935,3.000,0.714,0.123,0.143,0.151,2.000,0.797,0.704,Defacement
3.000,2.250,3.000,21.000,0.753,5.952,0.906,3.000,0.714,0.030,0.037,0.040,2.000,0.797,0.636,Defacement
3.000,2.250,3.000,21.000,0.831,9.619,0.940,3.000,0.714,0.095,0.108,0.114,2.000,0.797,0.698,Defacement
3.000,2.250,3.000,21.000,0.727,5.190,0.893,3.000,0.714,0.033,0.042,0.046,2.000,0.797,0.644,Defacement
3.000,2.250,3.000,21.000,0.816,8.667,0.933,3.000,0.714,0.126,0.146,0.154,2.000,0.797,0.705,Defacement
3.000,2.250,3.000,21.000,0.757,6.095,0.908,3.000,0.714,0.030,0.036,0.039,2.000,0.797,0.631,Defacement
3.000,1.333,3.000,21.000,0.059,0.095,0.333,3.000,0.714,0.000,0.000,-1.000,2.000,0.797,0.579,Defacement
3.000,1.333,3.000,22.000,0.057,0.091,0.333,3.000,0.409,0.000,0.000,-1.000,2.000,0.814,0.579,Defacement
3.000,3.000,3.000,24.000,0.048,0.083,0.182,3.000,0.708,0.000,0.000,-1.000,2.000,0.779,1.000,Defacement
3.000,2.750,3.000,24.000,0.044,0.083,0.143,3.000,0.708,0.022,0.000,-1.000,2.000,0.779,1.000,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.763,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.763,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.763,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.747,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.575,2.542,0.813,3.000,0.708,0.057,0.070,0.082,2.000,0.779,0.742,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.516,2.000,0.774,3.000,0.708,0.065,0.086,0.104,2.000,0.779,0.756,Defacement
3.000,2.500,3.000,24.000,0.045,0.083,0.154,3.000,0.708,0.023,0.000,-1.000,2.000,0.779,0.579,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.743,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.750,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,2.500,3.000,24.000,0.511,1.958,0.770,3.000,0.708,0.054,0.070,0.085,2.000,0.779,0.757,Defacement
3.000,1.667,3.000,24.000,0.053,0.083,0.286,3.000,0.708,0.000,0.000,-1.000,2.000,0.779,1.000,Defacement
4.000,3.000,4.000,19.000,0.054,0.105,0.182,4.000,0.526,0.000,0.000,-1.000,3.000,0.758,1.000,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.486,1.842,0.761,4.000,0.526,0.028,0.044,0.057,3.000,0.758,0.826,Defacement
4.000,2.667,4.000,19.000,0.619,3.158,0.845,4.000,0.526,0.041,0.057,0.067,3.000,0.758,0.747,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.554,2.421,0.807,4.000,0.526,0.036,0.054,0.065,3.000,0.758,0.751,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.673,4.000,0.874,4.000,0.526,0.177,-1.000,-1.000,3.000,0.758,-1.000,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.750,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.743,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.626,3.263,0.849,4.000,0.526,0.061,0.083,0.097,3.000,0.758,0.729,Defacement
4.000,2.667,4.000,19.000,0.560,2.474,0.810,4.000,0.526,0.048,0.070,0.085,3.000,0.758,0.757,Defacement
4.000,2.667,4.000,19.000,0.684,4.211,0.879,4.000,0.526,0.171,-1.000,-1.000,3.000,0.758,-1.000,Defacement
4.000,2.667,4.000,19.000,0.684,4.211,0.879,4.000,0.526,0.171,-1.000,-1.000,3.000,0.758,-1.000,Defacement
4.000,2.667,4.000,19.000,0.651,3.632,0.863,4.000,0.526,0.075,0.101,0.116,3.000,0.758,0.743,Defacement
4.000,2.667,4.000,19.000,0.684,4.211,0.879,4.000,0.526,0.171,-1.000,-1.000,3.000,0.758,-1.000,Defacement
4.000,2.667,4.000,19.000,0.684,4.211,0.879,4.000,0.526,0.171,0.222,0.250,3.000,0.758,0.742,Defacement
4.000,2.667,4.000,19.000,0.684,4.211,0.879,4.000,0.526,0.171,-1.000,-1.000,3.000,0.758,-1.000,Defacement
4.000,2.667,4.000,19.000,0.667,3.895,0.871,4.000,0.526,0.054,0.071,0.081,3.000,0.758,0.717,Defacement
4.000,2.667,4.000,19.000,0.637,3.421,0.855,4.000,0.526,0.069,0.093,0.108,3.000,0.758,0.722,Defacement
4.000,2.667,4.000,19.000,0.664,3.842,0.869,4.000,0.526,0.045,0.060,0.068,3.000,0.758,0.715,Defacement
4.000,2.667,4.000,19.000,0.622,3.211,0.847,4.000,0.526,0.061,0.085,0.098,3.000,0.758,0.716,Defacement
4.000,1.333,4.000,19.000,0.063,0.105,0.333,4.000,0.526,0.000,0.000,-1.000,3.000,0.758,0.579,Defacement
3.000,3.000,3.000,16.000,0.059,0.125,0.182,3.000,0.625,0.000,0.000,-1.000,2.000,0.820,1.000,Defacement
3.000,2.667,3.000,16.000,0.618,3.438,0.833,3.000,0.625,0.045,0.062,0.073,2.000,0.820,0.751,Defacement
3.000,2.667,3.000,16.000,0.618,3.438,0.833,3.000,0.625,0.045,0.062,0.073,2.000,0.820,0.745,Defacement
3.000,2.667,3.000,16.000,0.618,3.438,0.833,3.000,0.625,0.045,0.062,0.073,2.000,0.820,0.751,Defacement
3.000,2.667,3.000,16.000,0.618,3.438,0.833,3.000,0.625,0.045,0.062,0.073,2.000,0.820,0.751,Defacement
3.000,2.667,3.000,16.000,0.614,3.375,0.831,3.000,0.625,0.034,0.047,0.056,2.000,0.820,0.736,Defacement
3.000,2.667,3.000,16.000,0.061,0.125,0.200,3.000,0.625,0.000,0.000,-1.000,2.000,0.820,0.579,Defacement
3.000,2.667,3.000,16.000,0.171,0.438,0.389,3.000,0.625,0.000,0.000,0.000,2.000,0.820,0.947,Defacement
3.000,4.333,3.000,16.000,0.037,0.125,0.065,3.000,0.625,0.000,0.000,-1.000,2.000,0.820,1.000,Defacement
3.000,2.875,3.000,16.000,0.038,0.125,0.067,5.000,0.625,0.000,0.000,-1.000,2.000,0.820,0.833,Defacement
3.000,2.667,3.000,16.000,0.704,5.063,0.880,3.000,0.625,0.035,0.044,0.049,2.000,0.820,0.729,Defacement
3.000,2.667,3.000,16.000,0.673,4.375,0.864,3.000,0.625,0.038,0.050,0.057,2.000,0.820,0.722,Defacement
3.000,2.667,3.000,16.000,0.653,4.000,0.853,3.000,0.625,0.041,0.054,0.063,2.000,0.820,0.734,Defacement
3.000,2.667,3.000,16.000,0.732,5.813,0.894,3.000,0.625,0.031,0.039,0.043,2.000,0.820,0.679,Defacement
3.000,2.667,3.000,16.000,0.704,5.063,0.880,3.000,0.625,0.035,0.044,0.049,2.000,0.820,0.729,Defacement
3.000,2.667,3.000,16.000,0.673,4.375,0.864,3.000,0.625,0.038,0.050,0.057,2.000,0.820,0.722,Defacement
3.000,2.667,3.000,16.000,0.653,4.000,0.853,3.000,0.625,0.041,0.054,0.063,2.000,0.820,0.734,Defacement
3.000,2.667,3.000,16.000,0.732,5.813,0.894,3.000,0.625,0.031,0.039,0.043,2.000,0.820,0.679,Defacement
3.000,1.667,3.000,16.000,0.067,0.125,0.286,3.000,0.625,0.000,0.000,-1.000,2.000,0.820,1.000,Defacement
