domain_token_count,executable,NumberofDotsinURL,Arguments_LongestWordLength,NumberRate_Domain,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.844,spam
3,0,4,0,0,0,0,0.832,phishing
3,0,4,0,0,0,0,0.813,phishing
3,0,4,0,0,0,0,0.804,phishing
3,0,4,0,0,0,0,0.739,phishing
3,0,4,-1,0.353,0,-1,0.903,phishing
3,0,4,-1,0.35,0,-1,0.954,phishing
3,0,4,-1,0.308,0,-1,0.776,phishing
3,0,4,-1,0.267,0.379,-1,0.851,malware
3,0,4,-1,0.267,0.379,-1,0.851,malware
3,0,4,-1,0.267,0.379,-1,0.851,malware
3,0,4,-1,0.267,0.379,-1,0.851,malware
3,0,4,-1,0.267,0.379,-1,0.851,malware
3,0,4,-1,0.238,0,-1,0.883,phishing
3,0,4,-1,0.158,0,-1,0.901,phishing
3,0,4,-1,0.125,0.563,-1,0.813,phishing
3,0,4,-1,0.125,0,-1,0.969,phishing
3,0,4,-1,0.125,0,-1,0.813,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.111,0,-1,0.883,phishing
3,0,4,-1,0.103,0,-1,0.799,phishing
3,0,4,-1,0.103,0,-1,0.799,phishing
3,0,4,-1,0.091,0,-1,0.85,phishing
3,0,4,-1,0.071,0.622,-1,0.887,malware
3,0,4,-1,0.071,0.622,-1,0.887,malware
3,0,4,-1,0.071,0.622,-1,0.887,malware
3,0,4,-1,0.071,0.179,-1,0.887,malware
3,0,4,-1,0.071,0.179,-1,0.887,malware
3,0,4,-1,0.071,0.179,-1,0.887,malware
3,0,4,-1,0.071,0.161,-1,0.887,malware
3,0,4,-1,0.071,0.161,-1,0.887,malware
3,0,4,-1,0.071,0.161,-1,0.887,malware
3,0,4,-1,0.067,0,-1,0.795,phishing
3,0,4,-1,0.063,0,-1,0.875,malware
3,0,4,-1,0.063,0,-1,0.875,phishing
3,0,4,-1,0.059,0,-1,0.816,malware
3,0,4,-1,0.056,0,-1,0.82,phishing
3,0,4,-1,0.048,0.31,-1,0.81,malware
3,0,4,-1,0.048,0.31,-1,0.81,malware
3,0,4,-1,0.048,0.31,-1,0.81,malware
3,0,4,-1,0,0.776,-1,0.815,phishing
3,0,4,-1,0,0.704,-1,0.747,malware
3,0,4,-1,0,0.704,-1,0.747,malware
3,0,4,-1,0,0.7,-1,0.832,Defacement
3,0,4,-1,0,0.688,-1,0.836,malware
3,0,4,-1,0,0.688,-1,0.836,malware
3,0,4,-1,0,0.688,-1,0.836,malware
3,0,4,-1,0,0.604,-1,0.788,phishing
3,0,4,-1,0,0.604,-1,0.788,phishing
3,0,4,-1,0,0.558,-1,0.801,malware
3,0,4,-1,0,0.558,-1,0.801,malware
3,0,4,-1,0,0.558,-1,0.801,malware
3,0,4,-1,0,0.512,-1,0.769,benign
3,0,4,-1,0,0.488,-1,0.769,benign
3,0,4,-1,0,0.45,-1,0.813,phishing
3,0,4,-1,0,0.444,-1,0.83,Defacement
3,0,4,-1,0,0.444,-1,0.83,Defacement
3,0,4,-1,0,0.444,-1,0.83,Defacement
3,0,4,-1,0,0.444,-1,0.83,Defacement
3,0,4,-1,0,0.333,-1,0.857,spam
3,0,4,-1,0,0.333,-1,0.83,phishing
3,0,4,-1,0,0.333,-1,0.733,Defacement
3,0,4,-1,0,0.292,-1,0.733,Defacement
3,0,4,-1,0,0.269,-1,0.733,Defacement
3,0,4,-1,0,0.259,-1,0.733,Defacement
3,0,4,-1,0,0.25,-1,0.733,Defacement
3,0,4,-1,0,0.25,-1,0.733,Defacement
3,0,4,-1,0,0.25,-1,0.733,Defacement
3,0,4,-1,0,0.241,-1,0.733,Defacement
3,0,4,-1,0,0.231,-1,0.733,Defacement
3,0,4,-1,0,0.231,-1,0.733,Defacement
3,0,4,-1,0,0.231,-1,0.733,Defacement
3,0,4,-1,0,0.222,-1,0.733,Defacement
3,0,4,-1,0,0.219,-1,0.733,Defacement
3,0,4,-1,0,0.214,-1,0.733,Defacement
3,0,4,-1,0,0.214,-1,0.733,Defacement
3,0,4,-1,0,0.214,-1,0.733,Defacement
3,0,4,-1,0,0.214,-1,0.733,Defacement
3,0,4,-1,0,0.212,-1,0.733,Defacement
3,0,4,-1,0,0.212,-1,0.733,Defacement
3,0,4,-1,0,0.194,-1,0.733,Defacement
3,0,4,-1,0,0.194,-1,0.733,Defacement
3,0,4,-1,0,0.194,-1,0.733,Defacement
3,0,4,-1,0,0.188,-1,0.733,Defacement
3,0,4,-1,0,0.176,-1,0.832,Defacement
3,0,4,-1,0,0.176,-1,0.832,Defacement
3,0,4,-1,0,0.167,-1,0.832,Defacement
3,0,4,-1,0,0.162,-1,0.733,Defacement
3,0,4,-1,0,0.162,-1,0.733,Defacement
3,0,4,-1,0,0.133,-1,0.798,phishing
3,0,4,-1,0,0.125,-1,0.83,Defacement
3,0,4,-1,0,0.111,-1,0.83,Defacement
3,0,4,-1,0,0.111,-1,0.82,phishing
3,0,4,-1,0,0.105,-1,0.83,Defacement
3,0,4,-1,0,0.103,-1,0.898,spam
3,0,4,-1,0,0.1,-1,0.748,phishing
3,0,4,-1,0,0.1,-1,0.748,phishing
3,0,4,-1,0,0.091,-1,0.691,phishing
3,0,4,-1,0,0.083,-1,0.733,Defacement
3,0,4,-1,0,0.081,-1,0.83,Defacement
3,0,4,-1,0,0.08,-1,0.83,Defacement
3,0,4,-1,0,0.08,-1,0.776,phishing
3,0,4,-1,0,0.074,-1,0.733,Defacement
3,0,4,-1,0,0.07,-1,0.83,Defacement
3,0,4,-1,0,0.069,-1,0.733,Defacement
3,0,4,-1,0,0.067,-1,0.863,phishing
3,0,4,-1,0,0.063,-1,0.733,Defacement
3,0,4,-1,0,0.063,-1,0.733,Defacement
3,0,4,-1,0,0.061,-1,0.83,Defacement
3,0,4,-1,0,0.059,-1,0.83,Defacement
3,0,4,-1,0,0.056,-1,0.83,Defacement
3,0,4,-1,0,0.056,-1,0.83,Defacement
3,0,4,-1,0,0.056,-1,0.83,Defacement
3,0,4,-1,0,0.053,-1,0.83,Defacement
3,0,4,-1,0,0.053,-1,0.767,phishing
3,0,4,-1,0,0.052,-1,0.83,Defacement
3,0,4,-1,0,0.051,-1,0.83,Defacement
3,0,4,-1,0,0.051,-1,0.83,Defacement
3,0,4,-1,0,0.048,-1,0.83,Defacement
3,0,4,-1,0,0.047,-1,0.83,Defacement
3,0,4,-1,0,0.045,-1,0.733,Defacement
3,0,4,-1,0,0.035,-1,0.83,Defacement
3,0,4,-1,0,0.033,-1,0.88,spam
3,0,4,-1,0,0.027,-1,0.88,spam
3,0,4,-1,0,0,-1,0.917,phishing
3,0,4,-1,0,0,-1,0.892,phishing
3,0,4,-1,0,0,-1,0.885,phishing
3,0,4,-1,0,0,-1,0.883,phishing
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.88,spam
3,0,4,-1,0,0,-1,0.877,phishing
3,0,4,-1,0,0,-1,0.876,phishing
3,0,4,-1,0,0,-1,0.876,phishing
3,0,4,-1,0,0,-1,0.875,phishing
3,0,4,-1,0,0,-1,0.873,phishing
3,0,4,-1,0,0,-1,0.873,phishing
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.87,malware
3,0,4,-1,0,0,-1,0.865,phishing
3,0,4,-1,0,0,-1,0.863,phishing
3,0,4,-1,0,0,-1,0.863,phishing
3,0,4,-1,0,0,-1,0.86,phishing
3,0,4,-1,0,0,-1,0.856,phishing
3,0,4,-1,0,0,-1,0.856,phishing
3,0,4,-1,0,0,-1,0.854,Defacement
3,0,4,-1,0,0,-1,0.852,phishing
3,0,4,-1,0,0,-1,0.851,phishing
3,0,4,-1,0,0,-1,0.851,phishing
3,0,4,-1,0,0,-1,0.85,phishing
3,0,4,-1,0,0,-1,0.848,phishing
3,0,4,-1,0,0,-1,0.845,phishing
3,0,4,-1,0,0,-1,0.845,phishing
3,0,4,-1,0,0,-1,0.844,phishing
3,0,4,-1,0,0,-1,0.844,phishing
3,0,4,-1,0,0,-1,0.843,phishing
3,0,4,-1,0,0,-1,0.842,phishing
3,0,4,-1,0,0,-1,0.842,phishing
3,0,4,-1,0,0,-1,0.842,phishing
3,0,4,-1,0,0,-1,0.842,phishing
3,0,4,-1,0,0,-1,0.84,phishing
3,0,4,-1,0,0,-1,0.838,phishing
3,0,4,-1,0,0,-1,0.838,phishing
3,0,4,-1,0,0,-1,0.836,benign
3,0,4,-1,0,0,-1,0.836,phishing
3,0,4,-1,0,0,-1,0.836,phishing
3,0,4,-1,0,0,-1,0.836,phishing
3,0,4,-1,0,0,-1,0.836,phishing
3,0,4,-1,0,0,-1,0.833,phishing
3,0,4,-1,0,0,-1,0.833,phishing
3,0,4,-1,0,0,-1,0.833,phishing
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,Defacement
3,0,4,-1,0,0,-1,0.832,phishing
3,0,4,-1,0,0,-1,0.832,phishing
3,0,4,-1,0,0,-1,0.832,phishing
3,0,4,-1,0,0,-1,0.832,phishing
3,0,4,-1,0,0,-1,0.83,Defacement
