domain_token_count,avgdomaintokenlen,tld,domainlength,pathurlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,host_letter_count,LongestPathTokenLength,SymbolCount_Domain,Entropy_Domain,class
2.00,3.00,2.00,7.00,0.86,0.29,0.07,12.29,1.00,0.57,6.00,69.00,1.00,0.80,benign
2.00,6.50,2.00,14.00,0.64,1.57,0.24,2.71,2.00,0.79,13.00,26.00,1.00,0.96,benign
3.00,2.67,3.00,10.00,0.79,0.20,0.12,6.40,2.00,0.40,8.00,31.00,2.00,0.82,benign
2.00,4.00,2.00,9.00,0.79,0.22,0.12,6.56,2.00,0.78,8.00,17.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.71,0.22,0.16,4.44,1.00,0.78,8.00,32.00,1.00,0.76,benign
2.00,5.50,2.00,12.00,0.75,0.17,0.16,4.67,2.00,0.83,11.00,50.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.74,0.15,0.17,4.31,1.00,0.77,12.00,49.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.78,0.13,0.15,5.20,1.00,0.80,14.00,65.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.79,3.82,0.13,6.00,2.00,0.73,10.00,46.00,1.00,0.84,benign
2.00,4.50,2.00,10.00,0.67,0.20,0.19,3.50,2.00,0.70,9.00,21.00,1.00,0.82,benign
2.00,5.00,2.00,11.00,0.65,0.18,0.21,3.09,2.00,0.82,10.00,11.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,2.00,0.83,11.00,28.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.84,0.25,0.09,9.63,1.00,0.63,7.00,67.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,1.00,0.75,11.00,20.00,1.00,0.86,benign
2.00,8.00,2.00,17.00,0.83,0.12,0.12,7.06,1.00,0.82,16.00,104.00,1.00,0.88,benign
2.00,4.50,2.00,10.00,0.68,0.20,0.19,3.60,1.00,0.70,9.00,15.00,1.00,0.94,benign
2.00,5.50,2.00,12.00,0.69,0.17,0.19,3.67,1.00,0.75,11.00,37.00,1.00,0.89,benign
2.00,2.50,2.00,6.00,0.84,0.33,0.08,11.17,1.00,0.67,5.00,39.00,1.00,1.00,benign
2.00,3.50,2.00,8.00,0.80,0.25,0.11,7.63,1.00,0.88,3.00,43.00,1.00,0.92,benign
2.00,3.00,2.00,7.00,0.75,0.29,0.13,5.86,1.00,0.71,6.00,16.00,1.00,0.80,benign
2.00,4.00,2.00,9.00,0.71,0.22,0.16,4.33,1.00,0.78,8.00,32.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,2.92,1.00,0.75,11.00,9.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.80,0.20,0.12,6.70,1.00,0.70,9.00,59.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.73,0.17,0.17,4.25,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.77,0.14,0.15,5.07,2.00,0.79,13.00,36.00,1.00,0.87,benign
2.00,5.00,2.00,11.00,0.80,0.18,0.12,6.73,1.00,0.73,10.00,65.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.86,4.67,0.09,9.50,8.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.77,0.22,0.13,6.11,1.00,0.78,8.00,48.00,1.00,0.93,benign
3.00,5.00,3.00,17.00,0.65,0.12,0.25,2.65,3.00,0.65,15.00,31.00,2.00,0.78,benign
2.00,3.50,2.00,8.00,0.83,0.25,0.09,9.38,1.00,0.63,7.00,65.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.80,0.15,0.13,6.00,1.00,0.77,12.00,63.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.79,0.17,0.13,6.08,1.00,0.75,11.00,32.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.77,0.20,0.14,5.60,2.00,0.80,9.00,32.00,1.00,0.94,benign
2.00,6.00,2.00,13.00,0.83,0.15,0.11,7.62,1.00,0.77,12.00,76.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,2.00,0.83,11.00,12.00,1.00,0.80,benign
3.00,3.00,3.00,11.00,0.82,0.18,0.11,7.36,2.00,0.55,9.00,68.00,2.00,0.89,benign
2.00,6.00,2.00,13.00,0.66,0.15,0.22,2.92,1.00,0.69,10.00,36.00,1.00,0.88,benign
2.00,8.00,2.00,17.00,0.79,0.12,0.15,5.35,1.00,0.82,16.00,70.00,1.00,0.88,benign
3.00,3.33,3.00,12.00,0.70,2.50,0.19,3.75,2.00,0.50,10.00,31.00,2.00,0.91,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.17,4.17,2.00,0.83,11.00,38.00,1.00,0.95,benign
2.00,5.00,2.00,11.00,0.68,0.18,0.19,3.55,1.00,0.73,10.00,10.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.23,2.75,1.00,0.75,11.00,25.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.82,0.22,0.10,8.22,1.00,0.67,8.00,53.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.68,0.20,0.19,3.60,2.00,0.70,9.00,18.00,1.00,0.94,benign
2.00,4.50,2.00,10.00,0.71,0.20,0.17,4.20,2.00,0.70,6.00,13.00,1.00,1.00,benign
3.00,4.00,3.00,14.00,0.80,0.14,0.13,5.93,2.00,0.57,12.00,46.00,2.00,0.92,benign
2.00,5.50,2.00,12.00,0.79,0.17,0.13,6.08,2.00,0.75,11.00,60.00,1.00,0.91,benign
2.00,4.50,2.00,10.00,0.81,0.20,0.11,7.70,1.00,0.70,9.00,60.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.86,7.38,0.09,9.23,5.00,0.77,12.00,40.00,1.00,0.96,benign
2.00,5.00,2.00,11.00,0.78,0.18,0.13,6.18,1.00,0.73,10.00,50.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.61,0.13,0.26,2.33,2.00,0.80,11.00,29.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.66,0.80,0.19,3.50,3.00,0.70,9.00,11.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.68,0.22,0.17,4.00,1.00,0.67,8.00,9.00,1.00,0.83,benign
3.00,2.67,3.00,10.00,0.75,0.20,0.15,5.00,3.00,0.40,8.00,14.00,2.00,0.80,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.21,3.00,1.00,0.75,11.00,29.00,1.00,0.89,benign
2.00,5.00,2.00,11.00,0.76,3.55,0.15,5.18,2.00,0.73,10.00,43.00,1.00,0.84,benign
2.00,4.00,2.00,9.00,0.70,2.89,0.17,4.11,2.00,0.78,5.00,30.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.83,1.30,0.10,8.50,1.00,0.70,9.00,75.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.67,0.17,0.21,3.17,1.00,0.75,11.00,14.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.80,0.15,0.13,6.23,2.00,0.85,12.00,61.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.75,3.36,0.15,5.00,2.00,0.73,10.00,41.00,1.00,0.84,benign
2.00,5.50,2.00,12.00,0.76,0.17,0.15,5.08,2.00,0.75,11.00,48.00,1.00,0.91,benign
2.00,4.00,2.00,9.00,0.84,0.22,0.09,9.11,2.00,0.78,6.00,69.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.75,0.17,0.16,4.83,1.00,0.75,11.00,45.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.75,2.00,0.75,11.00,29.00,1.00,0.81,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,7.13,1.00,0.75,7.00,32.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.86,0.15,0.09,9.54,1.00,0.77,12.00,104.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.76,0.14,0.16,4.64,1.00,0.79,13.00,31.00,1.00,0.80,benign
2.00,5.00,2.00,11.00,0.67,0.18,0.20,3.36,5.00,0.73,8.00,11.00,1.00,1.00,benign
2.00,7.50,2.00,16.00,0.55,0.13,0.31,1.75,1.00,0.81,15.00,10.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.73,0.15,0.18,4.15,3.00,0.77,12.00,12.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.33,2.00,0.83,11.00,34.00,1.00,0.86,benign
3.00,4.33,3.00,15.00,0.82,4.93,0.12,6.73,3.00,0.60,13.00,78.00,2.00,0.75,benign
3.00,2.67,3.00,10.00,0.82,0.20,0.11,7.70,3.00,0.40,8.00,29.00,2.00,0.80,benign
2.00,3.50,2.00,8.00,0.84,0.25,0.09,9.63,1.00,0.63,7.00,67.00,1.00,0.92,benign
3.00,4.33,3.00,15.00,0.75,0.13,0.17,4.47,2.00,0.60,13.00,29.00,2.00,0.77,benign
2.00,4.00,2.00,9.00,0.83,0.22,0.10,8.67,2.00,0.78,6.00,65.00,1.00,0.93,benign
2.00,9.50,2.00,20.00,0.68,0.10,0.24,2.90,1.00,0.85,19.00,57.00,1.00,0.84,benign
2.00,3.50,2.00,8.00,0.71,0.25,0.16,4.50,1.00,0.63,7.00,28.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.60,0.14,0.27,2.21,1.00,0.79,13.00,29.00,1.00,0.85,benign
2.00,5.00,2.00,11.00,0.82,0.45,0.11,7.36,2.00,0.82,10.00,28.00,1.00,0.84,benign
2.00,5.00,2.00,11.00,0.79,0.18,0.13,6.18,1.00,0.73,10.00,20.00,1.00,0.95,benign
2.00,5.00,2.00,11.00,0.83,0.18,0.11,7.73,1.00,0.73,10.00,41.00,1.00,0.95,benign
2.00,5.00,2.00,11.00,0.83,0.18,0.11,7.73,1.00,0.73,10.00,72.00,1.00,0.95,benign
2.00,4.00,2.00,9.00,0.71,2.33,0.16,4.44,2.00,0.67,8.00,25.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.86,4.83,0.09,9.67,10.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.70,0.14,0.20,3.50,1.00,0.79,13.00,28.00,1.00,0.89,benign
3.00,3.67,3.00,13.00,0.78,0.15,0.14,5.62,2.00,0.54,11.00,54.00,2.00,0.88,benign
2.00,6.00,2.00,13.00,0.82,0.15,0.11,7.23,2.00,0.85,12.00,58.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.72,0.18,0.17,4.27,1.00,0.73,10.00,11.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.24,2.67,2.00,0.83,11.00,26.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.70,0.14,0.20,3.50,1.00,0.79,13.00,25.00,1.00,0.89,benign
2.00,8.00,2.00,17.00,0.72,0.12,0.19,3.76,1.00,0.82,16.00,51.00,1.00,0.82,benign
2.00,4.50,2.00,10.00,0.84,7.40,0.09,9.00,2.00,0.70,9.00,78.00,1.00,0.80,benign
2.00,3.00,2.00,7.00,0.79,0.29,0.11,7.43,1.00,0.57,6.00,39.00,1.00,1.00,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.18,4.06,2.00,0.82,16.00,63.00,1.00,0.79,benign
2.00,3.50,2.00,8.00,0.80,0.25,0.11,7.38,1.00,0.63,7.00,43.00,1.00,0.92,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.19,3.94,2.00,0.82,16.00,61.00,1.00,0.79,benign
2.00,5.50,2.00,12.00,0.88,6.67,0.08,11.50,13.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.82,0.14,0.12,6.79,2.00,0.79,13.00,68.00,1.00,0.87,benign
2.00,4.00,2.00,9.00,0.83,0.22,0.10,8.44,1.00,0.78,8.00,69.00,1.00,0.93,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.19,3.94,2.00,0.82,16.00,61.00,1.00,0.79,benign
2.00,5.50,2.00,12.00,0.87,6.00,0.08,10.83,13.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.67,0.22,0.18,3.78,1.00,0.67,8.00,16.00,1.00,0.83,benign
3.00,2.67,3.00,10.00,0.77,0.20,0.13,5.90,2.00,0.40,8.00,33.00,2.00,0.80,benign
2.00,7.50,2.00,16.00,0.73,1.75,0.19,3.81,1.00,0.81,15.00,37.00,1.00,0.94,benign
2.00,5.00,2.00,11.00,0.68,0.18,0.19,3.64,1.00,0.73,10.00,11.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.42,2.00,0.83,11.00,35.00,1.00,0.86,benign
3.00,4.00,3.00,14.00,0.74,0.14,0.17,4.29,2.00,0.57,12.00,38.00,2.00,0.89,benign
2.00,7.00,2.00,15.00,0.67,0.13,0.22,3.00,2.00,0.80,11.00,39.00,1.00,0.80,benign
2.00,8.50,2.00,18.00,0.55,0.11,0.32,1.72,1.00,0.39,15.00,24.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.72,0.20,0.16,4.40,2.00,0.80,9.00,31.00,1.00,0.70,benign
2.00,4.50,2.00,10.00,0.70,0.20,0.18,3.90,2.00,0.70,9.00,11.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,2.00,0.83,11.00,28.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.76,0.17,0.15,4.92,1.00,0.75,11.00,39.00,1.00,0.91,benign
3.00,4.00,3.00,14.00,0.82,0.14,0.12,6.86,2.00,0.57,12.00,59.00,2.00,0.92,benign
2.00,3.50,2.00,8.00,0.81,0.25,0.10,8.13,1.00,0.88,3.00,47.00,1.00,0.92,benign
2.00,4.00,2.00,9.00,0.78,0.22,0.12,6.67,1.00,0.67,8.00,51.00,1.00,0.83,benign
2.00,6.00,2.00,13.00,0.71,2.69,0.19,3.69,2.00,0.77,12.00,39.00,1.00,0.83,benign
2.00,6.00,2.00,13.00,0.78,4.08,0.14,5.54,4.00,0.77,12.00,20.00,1.00,0.96,benign
2.00,7.00,2.00,15.00,0.69,0.13,0.21,3.20,1.00,0.87,14.00,33.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.73,0.14,0.18,4.00,1.00,0.79,13.00,42.00,1.00,0.80,benign
2.00,6.00,2.00,13.00,0.79,0.15,0.14,5.85,1.00,0.77,12.00,64.00,1.00,0.69,benign
2.00,6.50,2.00,14.00,0.67,0.14,0.22,3.00,1.00,0.79,13.00,20.00,1.00,0.87,benign
2.00,7.00,2.00,15.00,0.61,1.53,0.26,2.33,1.00,0.80,14.00,34.00,1.00,0.85,benign
2.00,4.00,2.00,9.00,0.79,0.22,0.12,6.56,2.00,0.78,8.00,17.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,2.92,2.00,0.83,11.00,29.00,1.00,0.86,benign
2.00,7.50,2.00,16.00,0.57,0.13,0.30,1.88,2.00,0.81,15.00,15.00,1.00,0.89,benign
3.00,2.67,3.00,10.00,0.73,0.20,0.16,4.70,2.00,0.40,8.00,16.00,2.00,0.82,benign
2.00,4.50,2.00,10.00,0.71,2.40,0.17,4.10,2.00,0.70,9.00,27.00,1.00,0.94,benign
2.00,3.50,2.00,8.00,0.83,0.25,0.09,9.00,1.00,0.63,7.00,67.00,1.00,0.92,benign
2.00,4.00,2.00,9.00,0.77,0.22,0.12,6.22,1.00,0.67,8.00,50.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,1.00,0.75,11.00,43.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.67,2.00,0.83,11.00,38.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.81,0.17,0.12,6.58,1.00,0.75,11.00,59.00,1.00,0.91,benign
2.00,5.50,2.00,12.00,0.86,5.25,0.09,10.08,11.00,0.75,11.00,40.00,1.00,0.86,benign
3.00,4.33,3.00,15.00,0.87,0.13,0.09,9.53,4.00,0.60,13.00,36.00,2.00,0.77,benign
2.00,6.00,2.00,13.00,0.80,0.15,0.13,6.00,2.00,0.85,12.00,57.00,1.00,0.88,benign
2.00,4.00,2.00,9.00,0.85,6.33,0.08,10.44,1.00,0.67,8.00,88.00,1.00,1.00,benign
2.00,9.50,2.00,20.00,0.71,0.10,0.22,3.25,1.00,0.85,19.00,64.00,1.00,0.84,benign
2.00,8.50,2.00,18.00,0.52,0.11,0.35,1.50,1.00,0.39,15.00,20.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.69,0.15,0.20,3.38,1.00,0.69,10.00,42.00,1.00,0.88,benign
2.00,8.00,2.00,17.00,0.60,0.12,0.28,2.12,2.00,0.82,16.00,17.00,1.00,0.80,benign
3.00,3.00,3.00,11.00,0.88,0.18,0.08,11.64,2.00,0.55,9.00,115.00,2.00,0.89,benign
2.00,4.50,2.00,10.00,0.70,1.60,0.18,4.00,1.00,0.70,9.00,31.00,1.00,0.94,benign
2.00,6.00,2.00,13.00,0.63,2.15,0.24,2.62,1.00,0.85,12.00,33.00,1.00,0.82,benign
2.00,7.00,2.00,15.00,0.74,0.13,0.18,4.13,2.00,0.80,11.00,56.00,1.00,0.80,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.12,6.69,1.00,0.77,12.00,36.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.79,0.17,0.13,6.00,1.00,0.75,11.00,59.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.69,0.22,0.17,4.11,1.00,0.67,8.00,22.00,1.00,1.00,benign
2.00,9.50,2.00,20.00,0.69,0.10,0.23,3.05,1.00,0.85,19.00,60.00,1.00,0.84,benign
2.00,6.00,2.00,13.00,0.73,0.15,0.17,4.31,2.00,0.85,12.00,17.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.69,0.13,0.21,3.33,1.00,0.80,14.00,34.00,1.00,0.90,benign
2.00,3.50,2.00,8.00,0.71,0.25,0.15,4.63,2.00,0.63,7.00,13.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.83,0.17,0.11,7.67,1.00,0.75,11.00,38.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.69,0.17,0.20,3.50,1.00,0.75,11.00,13.00,1.00,0.86,benign
2.00,10.00,2.00,21.00,0.61,0.10,0.30,2.05,2.00,0.43,18.00,19.00,1.00,0.81,benign
2.00,6.00,2.00,13.00,0.71,0.15,0.19,3.77,1.00,0.77,12.00,26.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.87,5.50,0.08,10.33,10.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,2.50,2.00,6.00,0.85,0.33,0.07,12.17,1.00,0.67,5.00,64.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,2.00,0.83,11.00,28.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.61,0.15,0.25,2.38,1.00,0.77,12.00,20.00,1.00,0.88,benign
3.00,4.33,3.00,15.00,0.65,0.73,0.24,2.67,4.00,0.60,13.00,11.00,2.00,0.82,benign
3.00,4.00,3.00,14.00,0.60,0.14,0.26,2.29,2.00,0.57,12.00,10.00,2.00,0.92,benign
2.00,4.50,2.00,10.00,0.77,1.00,0.14,5.70,2.00,0.70,9.00,35.00,1.00,0.94,benign
2.00,5.50,2.00,12.00,0.74,0.17,0.16,4.58,2.00,0.83,11.00,49.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.73,0.15,0.16,4.46,1.00,0.85,12.00,23.00,1.00,0.90,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.13,6.30,1.00,0.70,9.00,23.00,1.00,0.94,benign
3.00,3.67,3.00,13.00,0.82,0.15,0.12,7.08,3.00,0.54,11.00,70.00,2.00,0.92,benign
2.00,2.50,2.00,6.00,0.80,0.33,0.09,8.50,2.00,0.67,5.00,17.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,2.00,0.83,11.00,11.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.84,7.40,0.09,9.00,2.00,0.70,9.00,78.00,1.00,0.80,benign
2.00,6.00,2.00,13.00,0.85,7.00,0.10,8.85,5.00,0.77,12.00,35.00,1.00,0.96,benign
2.00,5.00,2.00,11.00,0.76,3.55,0.15,5.18,2.00,0.73,10.00,43.00,1.00,0.84,benign
2.00,6.50,2.00,14.00,0.67,0.14,0.22,3.07,1.00,0.79,13.00,29.00,1.00,0.80,benign
2.00,7.00,2.00,15.00,0.64,0.13,0.25,2.60,2.00,0.80,14.00,15.00,1.00,0.93,benign
2.00,4.00,2.00,9.00,0.70,2.89,0.17,4.11,2.00,0.78,5.00,30.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.69,0.17,0.20,3.50,1.00,0.75,11.00,32.00,1.00,0.91,benign
2.00,4.00,2.00,9.00,0.75,0.22,0.13,5.56,1.00,0.67,8.00,35.00,1.00,1.00,benign
2.00,10.00,2.00,21.00,0.52,0.10,0.36,1.43,1.00,0.86,20.00,29.00,1.00,0.87,benign
2.00,3.50,2.00,8.00,0.70,2.38,0.15,4.63,2.00,0.75,7.00,23.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.74,1.36,0.18,4.21,2.00,0.79,13.00,24.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.89,2.20,0.06,14.10,1.00,0.70,9.00,127.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.80,0.20,0.11,7.00,2.00,0.80,9.00,43.00,1.00,0.70,benign
2.00,5.50,2.00,12.00,0.73,0.17,0.17,4.33,2.00,0.83,11.00,46.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.75,4.00,0.13,6.00,2.00,0.75,7.00,35.00,1.00,0.92,benign
2.00,5.00,2.00,11.00,0.83,0.18,0.11,7.73,1.00,0.73,10.00,46.00,1.00,0.95,benign
2.00,5.50,2.00,12.00,0.90,9.33,0.06,14.17,19.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.66,0.15,0.21,3.15,2.00,0.85,12.00,16.00,1.00,0.90,benign
2.00,4.00,2.00,9.00,0.80,0.22,0.11,7.22,2.00,0.78,6.00,54.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.83,2.20,0.09,9.10,1.00,0.70,9.00,74.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.71,0.25,0.16,4.50,2.00,0.63,7.00,11.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.60,1.15,0.25,2.46,2.00,0.85,12.00,19.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.73,0.13,0.18,4.00,2.00,0.80,11.00,54.00,1.00,0.80,benign
2.00,7.00,2.00,15.00,0.60,0.13,0.27,2.20,1.00,0.87,14.00,12.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.82,0.20,0.11,7.60,1.00,0.70,9.00,61.00,1.00,0.94,benign
2.00,7.00,2.00,15.00,0.65,0.13,0.24,2.67,2.00,0.80,14.00,16.00,1.00,0.93,benign
2.00,6.00,2.00,13.00,0.78,0.15,0.15,5.31,1.00,0.77,12.00,32.00,1.00,0.88,benign
2.00,4.00,2.00,9.00,0.72,0.22,0.16,4.67,1.00,0.78,8.00,15.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.63,0.13,0.25,2.47,1.00,0.87,14.00,12.00,1.00,0.93,benign
3.00,3.00,3.00,11.00,0.65,0.18,0.21,3.09,2.00,0.45,9.00,12.00,2.00,0.95,benign
2.00,4.50,2.00,10.00,0.81,1.00,0.11,7.40,2.00,0.70,9.00,52.00,1.00,0.94,benign
2.00,4.00,2.00,9.00,0.84,0.22,0.09,9.11,2.00,0.78,6.00,68.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.22,2.92,1.00,0.75,11.00,28.00,1.00,0.89,benign
3.00,4.33,3.00,15.00,0.82,4.93,0.12,6.73,3.00,0.60,13.00,78.00,2.00,0.75,benign
2.00,8.50,2.00,18.00,0.55,0.83,0.32,1.72,2.00,0.78,17.00,19.00,1.00,0.80,benign
3.00,3.33,3.00,12.00,0.66,0.17,0.21,3.08,3.00,0.33,9.00,8.00,2.00,0.86,benign
2.00,5.00,2.00,11.00,0.71,0.18,0.18,4.00,1.00,0.73,10.00,17.00,1.00,0.95,benign
2.00,9.50,2.00,20.00,0.70,0.10,0.22,3.15,1.00,0.85,19.00,62.00,1.00,0.84,benign
2.00,8.00,2.00,17.00,0.65,0.12,0.25,2.59,1.00,0.82,16.00,24.00,1.00,0.79,benign
2.00,7.50,2.00,16.00,0.55,0.13,0.31,1.75,1.00,0.81,15.00,13.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.13,6.38,2.00,0.85,12.00,67.00,1.00,0.88,benign
2.00,3.00,2.00,7.00,0.87,0.29,0.06,13.86,1.00,0.57,6.00,80.00,1.00,0.80,benign
3.00,4.33,3.00,15.00,0.78,0.13,0.15,5.20,2.00,0.60,13.00,23.00,2.00,0.77,benign
2.00,8.00,2.00,17.00,0.56,0.12,0.31,1.76,2.00,0.82,16.00,12.00,1.00,0.80,benign
3.00,4.33,3.00,15.00,0.77,0.13,0.15,5.00,3.00,0.60,13.00,55.00,2.00,0.82,benign
2.00,3.00,2.00,7.00,0.87,0.29,0.06,13.57,1.00,0.57,6.00,78.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.74,1.08,0.15,4.83,1.00,0.75,11.00,51.00,1.00,0.89,benign
2.00,5.00,2.00,11.00,0.66,0.18,0.21,3.18,2.00,0.73,10.00,14.00,1.00,0.95,benign
2.00,7.00,2.00,15.00,0.71,0.13,0.20,3.53,2.00,0.80,11.00,47.00,1.00,0.80,benign
2.00,5.00,2.00,11.00,0.70,2.91,0.18,3.82,2.00,0.73,10.00,36.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.67,0.17,0.21,3.25,2.00,0.83,11.00,33.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.12,6.54,2.00,0.85,12.00,62.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.12,6.69,1.00,0.77,12.00,36.00,1.00,0.80,benign
2.00,6.50,2.00,14.00,0.73,0.14,0.18,4.00,1.00,0.79,13.00,36.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,3.50,2.00,8.00,0.73,0.25,0.15,5.00,2.00,0.63,7.00,11.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.13,6.38,2.00,0.85,12.00,69.00,1.00,0.88,benign
2.00,4.50,2.00,10.00,0.67,0.20,0.19,3.50,2.00,0.80,9.00,14.00,1.00,0.70,benign
3.00,2.67,3.00,10.00,0.80,0.20,0.11,7.30,2.00,0.40,8.00,47.00,2.00,0.80,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,2.00,0.75,11.00,21.00,1.00,0.81,benign
2.00,6.00,2.00,13.00,0.77,0.15,0.15,5.08,1.00,0.77,12.00,48.00,1.00,0.90,benign
