domain_token_count,avgpathtokenlen,tld,ArgUrlRatio,NumberofDotsinURL,Arguments_LongestWordLength,spcharUrl,delimeter_Domain,delimeter_path,NumberRate_DirectoryName,SymbolCount_Domain,Entropy_Domain,class
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.611765,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.616279,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,8,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,8,2,0,3,0,2,0.782352,Defacement
3,3.5,3,0.276923,3,8,3,1,2,0,2,0.780753,Defacement
3,3.75,3,0.272727,3,8,3,1,2,0,2,0.780753,Defacement
3,4.4,3,0.243243,3,8,4,1,2,0,2,0.780753,Defacement
3,5.166667,3,0.214286,3,8,5,1,2,0,2,0.780753,Defacement
3,4.285714,3,0.214286,3,8,5,1,3,0,2,0.780753,Defacement
3,5,3,0.216867,3,8,5,1,2,0,2,0.780753,Defacement
3,4.5,3,0.225,3,8,5,1,2,0,2,0.780753,Defacement
3,4.636364,3,0.165138,3,8,8,1,4,0.042553,2,0.780753,Defacement
3,2.666667,3,0.432836,3,8,2,0,2,0,2,0.745484,Defacement
3,2.666667,3,0.40625,3,8,2,0,2,0,2,0.745484,Defacement
3,2.666667,3,0.415385,3,8,2,0,2,0,2,0.745484,Defacement
3,3.5,3,0.65625,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.642276,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.639344,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.627119,3,8,4,0,3,0,2,0.742848,Defacement
3,3.5,3,0.653543,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.671642,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.617391,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.645161,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.630252,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.630252,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.627119,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.607143,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.636364,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.645161,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.65625,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.681159,3,8,3,0,5,0,2,0.742848,Defacement
3,3.5,3,0.630252,3,8,3,0,5,0,2,0.742848,Defacement
3,3.5,3,0.664122,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.6,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.6,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.603604,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.633333,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.633333,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.61062,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.607143,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.614035,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.603604,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.607143,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.62069,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.671642,3,8,3,0,5,0,2,0.742848,Defacement
3,3.5,3,0.568628,3,8,4,0,2,0,2,0.742848,Defacement
3,3.5,3,0.6,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.614035,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.572816,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.61062,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.521739,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.576923,3,8,4,0,2,0,2,0.742848,Defacement
3,3.5,3,0.371429,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.380282,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.39726,3,8,3,0,2,0,2,0.742848,Defacement
3,3.5,3,0.645161,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.653543,3,8,3,0,3,0,2,0.742848,Defacement
3,3.5,3,0.636364,3,8,3,0,4,0,2,0.742848,Defacement
3,3.5,3,0.65625,3,8,3,0,5,0,2,0.742848,Defacement
3,2.666667,3,0.361111,3,8,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.369863,3,8,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.386667,3,8,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.382353,3,8,2,1,2,0,2,0.720509,Defacement
3,2.666667,3,0.391304,3,8,2,1,2,0,2,0.720509,Defacement
3,2.666667,3,0.408451,3,8,2,1,2,0,2,0.720509,Defacement
2,6,2,0.220588,2,8,4,0,2,0,1,1,benign
2,2.8,2,0.358491,1,8,6,0,2,0.736842,1,1,benign
2,6.666667,2,0.245283,1,8,3,0,0,0,1,1,benign
2,5.333334,2,0.320755,1,8,4,0,0,0,1,1,benign
2,5.333334,2,0.320755,1,8,4,0,0,0,1,1,benign
2,6,2,0.220588,2,8,4,0,2,0,1,1,benign
2,4.333334,2,0.435484,2,8,2,1,2,0,1,0.95351,benign
2,4,2,0.383333,2,8,3,0,1,0,1,0.939794,benign
2,6.5,2,0.19697,1,8,5,0,0,0,1,0.931745,benign
2,3.461539,2,0.138298,1,8,3,0,11,-1,1,0.931745,benign
2,5.142857,2,0.106557,1,8,3,0,12,-1,1,0.931745,benign
2,4,2,0.142857,1,8,3,0,9,-1,1,0.931745,benign
2,5,2,0.264151,1,8,4,0,0,0,1,0.91685,benign
2,2.666667,2,0.606383,2,8,5,0,4,0,1,0.916667,benign
2,3,2,0.283019,2,8,3,0,2,0,1,0.894886,Defacement
2,2.333333,2,0.540984,2,8,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.548387,2,8,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,8,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,8,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,8,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.548387,2,8,2,0,1,0,1,0.894886,benign
2,2.666667,2,0.433333,2,8,2,1,2,0,1,0.894455,Defacement
2,2.666667,2,0.442623,2,8,2,1,2,0,1,0.894455,Defacement
2,2.666667,2,0.460317,2,8,2,1,2,0,1,0.894455,Defacement
2,5.428571,2,0.166667,1,8,3,0,4,0,1,0.889471,benign
2,3,2,0.340909,2,8,2,0,1,0,1,0.879588,Defacement
2,3,2,0.340909,2,8,2,0,1,0,1,0.879588,Defacement
2,3,2,0.340909,2,8,2,0,1,0,1,0.879588,Defacement
2,2.666667,2,0.44,2,8,2,0,1,0,1,0.879588,Defacement
2,2.666667,2,0.348837,2,8,2,0,1,0,1,0.879588,Defacement
2,2.666667,2,0.44,2,8,2,0,1,0,1,0.879588,Defacement
2,2.666667,2,0.348837,2,8,2,0,1,0,1,0.879588,Defacement
2,4.75,2,0.168539,1,8,2,0,6,0,1,0.869903,benign
2,4.526316,2,0.101351,1,8,2,0,17,0,1,0.869903,benign
2,5.857143,2,0.164835,1,8,2,0,5,0,1,0.869903,benign
2,2.666667,2,0.676191,2,8,2,0,2,0,1,0.863205,Defacement
2,2.666667,2,0.711864,2,8,2,0,2,0,1,0.863205,Defacement
2,2.666667,2,0.711864,2,8,2,0,2,0,1,0.863205,Defacement
2,2.666667,2,0.711864,2,8,2,0,2,0,1,0.863205,Defacement
2,?,2,0.596154,1,8,2,0,1,-1,1,0.860529,benign
2,2.8,2,0.326923,2,8,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.326923,2,8,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.326923,2,8,4,0,3,0.111111,1,0.859793,benign
2,4.8,2,0.164835,1,8,3,0,7,0,1,0.856864,benign
2,4.533333,2,0.12931,1,8,3,0,12,-1,1,0.856864,benign
2,5.25,2,0.112782,1,8,3,0,13,0,1,0.856864,benign
2,2.5,2,0.314815,1,8,3,0,2,0,1,0.850608,benign
2,2.666667,2,0.464286,2,8,2,0,2,0,1,0.842981,Defacement
2,2.666667,2,0.473684,2,8,2,0,2,0,1,0.842981,Defacement
2,2.666667,2,0.491525,2,8,2,0,2,0,1,0.842981,Defacement
2,4.5,2,0.295082,1,8,4,0,1,0,1,0.835752,benign
2,3.64,2,0.116129,1,8,6,0,20,0.444444,1,0.835752,benign
2,2.5,2,0.491525,1,8,3,0,0,0,1,0.829361,benign
2,2.666667,2,0.393939,2,8,2,1,2,0,1,0.829219,Defacement
2,2.666667,2,0.402985,2,8,2,1,2,0,1,0.829219,Defacement
2,2.666667,2,0.42029,2,8,2,1,2,0,1,0.829219,Defacement
2,5.714286,2,0.22449,1,8,4,0,12,-1,1,0.818007,benign
2,4.785714,2,0.246269,1,8,4,0,12,-1,1,0.818007,benign
2,5,2,0.556701,2,8,2,0,2,-1,1,0.803422,benign
2,4.25,2,0.321429,2,8,3,0,1,0,1,0.796658,benign
2,7.5,2,0.190476,2,8,3,0,1,0,1,0.796658,benign
2,3,2,0.694444,2,8,3,0,1,0,1,0.796658,benign
2,3,2,0.694444,2,8,3,0,1,0,1,0.796658,benign
2,4,2,0.339286,2,8,3,0,2,0,1,0.796658,benign
2,3,2,0.694444,2,8,3,0,1,0,1,0.796658,benign
2,4,2,0.327273,2,8,3,0,2,0,1,0.796658,benign
2,3,2,0.694444,2,8,3,0,1,0,1,0.796658,benign
2,4,2,0.327273,2,8,3,0,2,0,1,0.796658,benign
2,4,2,0.339286,2,8,3,0,2,0,1,0.796658,benign
2,4,2,0.339286,2,8,3,0,2,0,1,0.796658,benign
2,4,2,0.339286,2,8,3,0,2,0,1,0.796658,benign
2,3,2,0.694444,2,8,3,0,1,0,1,0.796658,benign
2,4.25,2,0.333333,2,8,3,0,1,0,1,0.796658,benign
2,4,2,0.327273,2,8,3,0,2,0,1,0.796658,benign
2,4,2,0.339286,2,8,3,0,2,0,1,0.796658,benign
4,4.666667,4,0.207547,4,7,2,0,1,0,3,0.846656,Defacement
4,3.6,4,0.345679,4,7,3,0,2,0,3,0.843672,Defacement
4,3.666667,4,0.338983,4,7,2,0,1,0,3,0.82001,Defacement
4,3.666667,4,0.35,4,7,2,0,1,0,3,0.82001,Defacement
4,3.666667,4,0.338983,4,7,2,0,1,0,3,0.82001,Defacement
4,3.666667,4,0.35,4,7,2,0,1,0,3,0.82001,Defacement
4,3.666667,4,0.35,4,7,2,0,1,0,3,0.82001,Defacement
4,3.666667,4,0.35,4,7,2,0,1,0,3,0.82001,Defacement
4,4.714286,4,0.191011,5,7,5,0,2,0,3,0.756541,Defacement
4,3.666667,4,0.368421,4,7,2,0,1,0,3,0.735343,Defacement
3,3,3,0.560606,2,7,2,0,1,0,2,0.924957,benign
3,3,3,0.560606,2,7,2,0,1,0,2,0.924957,benign
3,2.666667,3,0.571429,3,7,2,0,3,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.648936,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.648936,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.648936,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.648936,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.641304,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.637363,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.645161,3,7,2,0,4,0,2,0.782352,Defacement
3,2.666667,3,0.25,3,7,2,0,1,0,2,0.769471,Defacement
2,6,2,0.208955,2,7,4,0,2,0,1,1,benign
2,6,2,0.208955,2,7,4,0,2,0,1,1,benign
2,6,2,0.208955,2,7,4,0,2,0,1,1,benign
2,5,2,0.358209,2,7,4,0,1,0,1,1,benign
2,5.25,2,0.387097,2,7,3,0,4,0,1,1,benign
2,6,2,0.208955,2,7,4,0,2,0,1,1,benign
2,6,2,0.208955,2,7,4,0,2,0,1,1,benign
2,5.5,2,0.103774,1,7,3,0,9,0.777778,1,1,benign
2,3,2,0.421875,2,7,3,0,1,0,1,0.962479,benign
2,6.25,2,0.234375,2,7,3,0,2,0,1,0.958425,benign
2,5,2,0.676471,5,7,3,0,6,0,1,0.958425,benign
2,5,2,0.676471,5,7,3,0,6,0,1,0.958425,benign
2,4.5,2,0.360656,2,7,3,0,1,0,1,0.939794,benign
2,4.181818,2,0.147727,1,7,6,0,6,0.140351,1,0.939794,benign
2,4.5,2,0.360656,2,7,3,0,1,0,1,0.939794,benign
2,4.5,2,0.360656,2,7,3,0,1,0,1,0.939794,benign
2,4,2,0.428571,1,7,4,0,0,0,1,0.91685,benign
2,5,2,0.390625,1,7,4,0,0,0,1,0.91685,benign
2,4.333334,2,0.412698,1,7,4,0,0,0,1,0.91685,benign
2,4,2,0.409836,1,7,4,0,0,0,1,0.91685,benign
2,5,2,0.25,1,7,4,0,0,0,1,0.91685,benign
2,5,2,0.4,1,7,4,0,0,0,1,0.91685,benign
2,4,2,0.419355,1,7,4,0,0,0,1,0.91685,benign
2,4,2,0.409836,1,7,4,0,0,0,1,0.91685,benign
2,5,2,0.390625,1,7,4,0,0,0,1,0.91685,benign
2,4,2,0.409836,1,7,4,0,0,0,1,0.91685,benign
2,4,2,0.419355,1,7,4,0,0,0,1,0.91685,benign
2,5,2,0.4,1,7,4,0,0,0,1,0.91685,benign
2,3.75,2,0.302632,2,7,5,0,3,0,1,0.916667,benign
2,2.666667,2,0.642857,2,7,2,0,1,0,1,0.907019,benign
2,3,2,0.480769,1,7,2,0,0,0,1,0.907019,benign
2,2.333333,2,0.540984,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.533333,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.533333,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.540984,2,7,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.533333,2,7,2,0,1,0,1,0.894886,benign
2,5.8,2,0.302632,1,7,3,0,2,0,1,0.889471,benign
2,4.7,2,0.136364,1,7,3,0,7,0,1,0.889471,benign
2,5,2,0.338462,1,7,3,0,1,0,1,0.889471,benign
2,4.4,2,0.206897,1,7,3,0,2,0,1,0.889471,benign
2,4.444445,2,0.1125,1,7,2,0,6,0,1,0.887436,benign
2,4,2,0.176471,1,7,2,0,1,0,1,0.887436,benign
2,4.125,2,0.125,1,7,2,0,5,0,1,0.887436,benign
2,5.571429,2,0.116883,1,7,2,0,4,0,1,0.887436,benign
2,4.625,2,0.118421,1,7,2,0,5,-1,1,0.887436,benign
2,4.375,2,0.121622,1,7,2,0,5,0,1,0.887436,benign
2,3.6,2,0.166667,1,7,2,0,2,0,1,0.887436,benign
2,5.428571,2,0.118421,1,7,2,0,4,0,1,0.887436,benign
2,3,2,0.325581,2,7,2,0,1,0,1,0.879588,Defacement
2,2.666667,2,0.333333,2,7,2,0,1,0,1,0.879588,Defacement
2,5,2,0.597701,2,7,2,0,1,0,1,0.879588,benign
2,3,2,0.181818,2,7,5,0,2,0,1,0.873274,benign
2,4.571429,2,0.17284,1,7,2,0,4,0,1,0.869903,benign
2,3.5,2,0.233333,1,7,2,0,2,0,1,0.869903,benign
2,4.625,2,0.16092,1,7,2,0,6,0,1,0.869903,benign
2,4.8125,2,0.103704,1,7,2,0,13,-1,1,0.869903,benign
2,3.857143,2,0.127273,1,7,2,0,12,0,1,0.869903,benign
2,5.416667,2,0.117647,1,7,2,0,10,0,1,0.869903,benign
2,2.8,2,0.396552,2,7,4,0,2,0.111111,1,0.859793,benign
2,2.8,2,0.453125,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.396552,2,7,4,0,2,0.111111,1,0.859793,benign
2,2.8,2,0.453125,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.461538,2,7,4,0,4,0.111111,1,0.859793,benign
2,2.8,2,0.40678,2,7,4,0,4,0.111111,1,0.859793,benign
2,2.8,2,0.40678,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.40678,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.313726,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.453125,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.8,2,0.40678,2,7,4,0,2,0.111111,1,0.859793,benign
2,2.8,2,0.40678,2,7,4,0,3,0.111111,1,0.859793,benign
2,2.5,2,0.301887,1,7,3,0,2,0,1,0.850608,benign
2,3.333333,2,0.352941,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.352941,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.333333,2,0.365385,2,7,2,0,1,0,1,0.842981,benign
2,3.75,2,0.210526,2,7,3,0,7,0,1,0.842328,benign
2,3.5,2,0.52,2,7,3,0,2,0,1,0.842328,benign
2,3.5,2,0.52,2,7,3,0,2,0,1,0.842328,benign
2,3.894737,2,0.152672,2,7,3,0,14,0,1,0.842328,benign
2,7,2,0.231884,2,7,2,0,2,0,1,0.835752,benign
2,7,2,0.231884,2,7,2,0,2,0,1,0.835752,benign
2,2.25,2,0.521739,2,7,3,0,3,0,1,0.8337,benign
2,4,2,0.215686,1,7,4,0,0,0.428571,1,0.8337,benign
2,4.333334,2,0.33871,2,7,2,0,1,0,1,0.803422,benign
2,2.666667,2,0.571429,2,7,2,0,3,0,1,0.797737,Defacement
2,3,2,0.694444,2,7,3,0,1,0,1,0.796658,benign
2,3,2,0.56,2,7,3,0,1,0,1,0.796658,benign
2,3,2,0.694444,2,7,3,0,1,0,1,0.796658,benign
2,3,2,0.694444,2,7,3,0,1,0,1,0.796658,benign
2,3,2,0.694444,2,7,3,0,1,0,1,0.796658,benign
3,3,3,0.553846,2,6,2,0,1,0,2,0.924957,benign
3,3.2,3,0.348485,3,6,3,0,2,0,2,0.850608,Defacement
3,2.666667,3,0.232558,3,6,2,0,1,0,2,0.769471,Defacement
2,3.2,2,0.383333,2,6,3,0,2,0,1,1,Defacement
2,5.5,2,0.2,1,6,5,0,0,0,1,1,benign
2,6,2,0.19697,2,6,4,0,2,0,1,1,benign
2,5.666667,2,0.610526,1,6,4,0,3,0.1,1,1,benign
2,5.5,2,0.203704,1,6,5,0,0,0,1,1,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.630252,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.630252,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.630252,5,6,3,0,5,0,1,0.958425,benign
2,5,2,0.674074,5,6,3,0,5,0,1,0.958425,benign
2,3.8,2,0.306452,1,6,5,0,1,0.25,1,0.947443,benign
2,4.583334,2,0.115789,2,6,2,0,10,0,1,0.939794,benign
2,6.8,2,0.164179,2,6,3,0,2,0,1,0.939794,benign
2,4.857143,2,0.15942,2,6,2,0,5,0,1,0.939794,benign
2,5.1,2,0.123596,2,6,2,0,8,0,1,0.939794,benign
2,4.071429,2,0.111111,2,6,2,0,12,0,1,0.939794,benign
2,5.833334,2,0.15942,2,6,3,0,3,0,1,0.939794,benign
2,4.333334,2,0.119565,2,6,2,0,10,0,1,0.939794,benign
2,5,2,0.157143,2,6,2,0,5,0,1,0.939794,benign
2,5.071429,2,0.130081,1,6,4,0,10,0.333333,1,0.931745,benign
2,5.333334,2,0.140351,1,6,4,0,8,0.333333,1,0.931745,benign
2,4.733333,2,0.129032,1,6,4,0,11,0.333333,1,0.931745,benign
2,4.25,2,0.157143,1,6,4,0,4,0.466667,1,0.929897,benign
2,4,2,0.409836,1,6,4,0,0,0,1,0.91685,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.365385,2,6,2,0,3,0,1,0.916667,benign
2,2.6,2,0.358491,2,6,2,0,3,0,1,0.916667,benign
2,2.666667,2,0.558824,2,6,2,0,1,0,1,0.907019,benign
2,4.25,2,0.161616,1,6,4,0,8,0.333333,1,0.901158,benign
2,4.333334,2,0.16,1,6,4,0,8,-1,1,0.901158,benign
2,2.333333,2,0.525424,2,6,2,0,1,0,1,0.894886,benign
2,3,2,0.411765,2,6,2,0,1,0,1,0.894886,benign
2,2.333333,2,0.525424,2,6,2,0,1,0,1,0.894886,benign
2,6.4,2,0.166667,1,6,5,0,0,0.36,1,0.894886,benign
